title,canonical_url,original_url,publication,sections,published_date,author,summary,score,score_breakdown,topic_cluster,reading_mode,selected_true_false,exclusion_reason_if_any
Why does Elon Musk talk so much about saving humanity?,https://www.nytimes.com/live/2026/04/29/technology/openai-trial-sam-altman-elon-musk/why-does-elon-musk-talk-so-much-about-saving-humanity,https://www.nytimes.com/live/2026/04/29/technology/openai-trial-sam-altman-elon-musk/why-does-elon-musk-talk-so-much-about-saving-humanity,NYT,Technology,2026-04-28,Ryan Mac and Mike Isaac,,48.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 3, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
Here Are the Key Players in the OpenAI Trial,https://www.nytimes.com/2026/04/28/technology/key-players-openai-trial.html,https://www.nytimes.com/2026/04/28/technology/key-players-openai-trial.html,NYT,Technology,2026-04-28,Cade Metz,"Elon Musk, Sam Altman and several other key artificial intelligence industry figures are slated to testify in the trial, which is expected to last several weeks.",48.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 3, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
What are Elon Musk’s claims against Altman and OpenAI?,https://www.nytimes.com/live/2026/04/28/technology/openai-sam-altman-elon-musk-trial/what-are-elon-musks-claims-against-altman-and-openai,https://www.nytimes.com/live/2026/04/28/technology/openai-sam-altman-elon-musk-trial/what-are-elon-musks-claims-against-altman-and-openai,NYT,Technology,2026-04-28,Cade Metz,,48.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 3, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
"Oakland, which is playing host to the trial, is not exactly known as a tech hub.",https://www.nytimes.com/live/2026/04/28/technology/openai-sam-altman-elon-musk-trial/oakland-which-is-playing-host-to-the-trial-is-not-exactly-known-as-a-tech-hub,https://www.nytimes.com/live/2026/04/28/technology/openai-sam-altman-elon-musk-trial/oakland-which-is-playing-host-to-the-trial-is-not-exactly-known-as-a-tech-hub,NYT,Technology,2026-04-28,Kalley Huang,,48.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 3, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
Here’s the contentious history behind OpenAI.,https://www.nytimes.com/live/2026/04/29/technology/openai-trial-sam-altman-elon-musk/heres-the-contentious-history-behind-openai,https://www.nytimes.com/live/2026/04/29/technology/openai-trial-sam-altman-elon-musk/heres-the-contentious-history-behind-openai,NYT,Technology,2026-04-28,Cade Metz,,48.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 3, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
Microsoft and OpenAI Loosen Their Partnership,https://www.nytimes.com/2026/04/27/technology/microsoft-openai-partnership.html,https://www.nytimes.com/2026/04/27/technology/microsoft-openai-partnership.html,NYT,Technology,2026-04-28,Cade Metz and Karen Weise,"Microsoft, OpenAI’s biggest financial partner, will continue to license the start-up’s technology but will no longer be its exclusive licensee.",48.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": 3, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
"Tech, Media & Telecom Roundup: Market Talk",https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-5908c510,https://www.wsj.com/articles/tech-media-telecom-roundup-market-talk-5908c510?mod=rss_Technology,WSJ,Technology,2025-01-27,,"Find insight on diversified semiconductor vendors, Netflix, potential Canadian tariffs, and more in the latest Market Talks covering Technology, Media and Telecom.",47.7,"{""cross_section"": 0, ""keyword"": 28.699999999999996, ""opinion"": 0, ""recency"": -12, ""section"": 23, ""source_differentiation"": 8}",Technology / AI,Skim,False,below selected score threshold
Two Cocky Authoritarians Blocking Hormuz: What Could Go Wrong?,https://www.nytimes.com/2026/04/29/opinion/iran-war-hormuz-blockade.html,https://www.nytimes.com/2026/04/29/opinion/iran-war-hormuz-blockade.html,NYT,Opinion,2026-04-29,Nicholas Kristof,"In the Iran war, we have two overconfident administrations facing off, each believing that time is on its side.",47.4,"{""cross_section"": 0, ""keyword"": 15.399999999999999, ""opinion"": 0, ""recency"": 14, ""section"": 12, ""source_differentiation"": 6}",Opinion / Analysis,Skim,False,below selected score threshold
Trump’s Shockingly Unqualified U.S. Attorney Picks,https://www.nytimes.com/2026/04/27/opinion/trump-attorney-general.html,https://www.nytimes.com/2026/04/27/opinion/trump-attorney-general.html,NYT,Opinion,2026-04-29,Jeffrey Toobin,Revenge-based criminal cases against the president’s enemies have not come to fruition. That’s where the U.S. attorneys come in.,46.7,"{""cross_section"": 0, ""keyword"": 14.7, ""opinion"": 0, ""recency"": 14, ""section"": 12, ""source_differentiation"": 6}",Opinion / Analysis,Skim,False,below selected score threshold
"Arabica Coffee Prices Hit Record on U.S., Colombia Tariff Spat",https://www.wsj.com/articles/arabica-coffee-prices-hit-new-high-on-u-s-colombia-tariff-spat-582446fe,https://www.wsj.com/articles/arabica-coffee-prices-hit-new-high-on-u-s-colombia-tariff-spat-582446fe?mod=rss_markets_main,WSJ,Markets,2025-01-27,,"Arabica coffee prices hit a record level, as traders digested the withdrawal of President Trump’s threats to impose tariffs and economic sanctions on Colombia.",46.6,"{""cross_section"": 0, ""keyword"": 26.599999999999998, ""opinion"": 0, ""recency"": -12, ""section"": 24, ""source_differentiation"": 8}",Business / Economy / Markets,Skim,False,below selected score threshold
Judge Halts Trump Actions That Have Slowed Renewable Energy,https://www.nytimes.com/2026/04/21/climate/solar-wind-trump-judge.html,https://www.nytimes.com/2026/04/21/climate/solar-wind-trump-judge.html,NYT,Energy & Environment,2026-04-21,Brad Plumer,"The Interior Department had imposed restrictions on wind and solar projects across the country, prompting developers to sue.",46.3,"{""cross_section"": 0, ""keyword"": 27.299999999999997, ""opinion"": 0, ""recency"": -12, ""section"": 25, ""source_differentiation"": 6}",Climate / Energy / Infrastructure,Skim,False,below selected score threshold
Trump Wants Private Equity and Crypto Accessible in 401(k)s. There Are Risks.,https://www.nytimes.com/2026/04/23/your-money/401ks-and-similar-plans/401k-private-credit-crypto.html,https://www.nytimes.com/2026/04/23/your-money/401ks-and-similar-plans/401k-private-credit-crypto.html,NYT,Your Money,2026-04-23,Tara Siegel Bernard,Alternative investments could appear on some 401(k) menus in the year ahead. Here’s what that means for investors.,46.0,"{""cross_section"": 0, ""keyword"": 38.0, ""opinion"": 0, ""recency"": -12, ""section"": 14, ""source_differentiation"": 6}",Wellness / Personal finance / Personal tech,Skim,False,below selected score threshold
Anthropic’s New Mythos A.I. Model Sets Off Global Alarms,https://www.nytimes.com/2026/04/22/technology/anthropics-mythos-ai.html,https://www.nytimes.com/2026/04/22/technology/anthropics-mythos-ai.html,NYT,Artificial Intelligence,2026-04-22,Paul Mozur and Adam Satariano,"Mythos has triggered emergency responses from central banks and intelligence agencies globally, as Anthropic decides who has access to the powerful model.",46.0,"{""cross_section"": 0, ""keyword"": 24.0, ""opinion"": 0, ""recency"": -12, ""section"": 28, ""source_differentiation"": 6}",Technology / AI,Skim,False,below selected score threshold
Ignoring the War Has Been Working for Long-Term Investors,https://www.nytimes.com/2026/04/24/business/iran-war-stocks-bonds-investing.html,https://www.nytimes.com/2026/04/24/business/iran-war-stocks-bonds-investing.html,NYT,Your Money,2026-04-24,Jeff Sommer,"The U.S. stock market’s quick rebound this month may be fragile, but riding out the market’s disconcerting waves has been a sound strategy.",45.95,"{""cross_section"": 0, ""keyword"": 43.949999999999996, ""opinion"": 0, ""recency"": -12, ""section"": 14, ""source_differentiation"": 0}",Wellness / Personal finance / Personal tech,Skim,False,below selected score threshold
Graduates Reset Ambitions in Pursuit of First Jobs,https://www.nytimes.com/2026/04/28/business/economy/college-graduates-job-market.html,https://www.nytimes.com/2026/04/28/business/economy/college-graduates-job-market.html,NYT,Business; Economy,2026-04-28,Sydney Ember,Young people aiming to build careers are entering fields they had not considered to find their footing.,45.8,"{""cross_section"": 3, ""keyword"": 16.799999999999997, ""opinion"": 0, ""recency"": 3, ""section"": 23, ""source_differentiation"": 0}",Business / Economy / Markets,Skim,False,below selected score threshold
House Adopts Budget to Unlock $70 Billion for Immigration Enforcement,https://www.nytimes.com/2026/04/29/us/politics/house-ice-budget-immigration.html,https://www.nytimes.com/2026/04/29/us/politics/house-ice-budget-immigration.html,NYT,Politics; U.S.,2026-04-30,Michael Gold,"The measure will allow the G.O.P. to begin working on a filibuster-proof bill to fund ICE and C.B.P., part of their plan to reopen the long-shuttered Department of Homeland Security.",45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Trump Threatens to Pull Troops From Germany as He Lashes Out at Chancellor,https://www.nytimes.com/2026/04/29/us/politics/trump-germany-us-troops.html,https://www.nytimes.com/2026/04/29/us/politics/trump-germany-us-troops.html,NYT,Politics; U.S.,2026-04-30,David E. Sanger,The comments came after the German chancellor said that Iran has “humiliated” the United States.,45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Hegseth Cites Falsehood to Defend His Firing of Senior Officers,https://www.nytimes.com/2026/04/29/us/politics/pete-hegseth-falsehood-firings.html,https://www.nytimes.com/2026/04/29/us/politics/pete-hegseth-falsehood-firings.html,NYT,Politics; U.S.,2026-04-30,Greg Jaffe,"The defense secretary said at a House hearing that President Barack Obama had fired 197 generals, a figure that the Pentagon previously acknowledged was false.",45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Surveillance Law Is in Limbo After House Approval,https://www.nytimes.com/2026/04/29/us/politics/congress-house-fisa-surveillance-law.html,https://www.nytimes.com/2026/04/29/us/politics/congress-house-fisa-surveillance-law.html,NYT,Politics; U.S.,2026-04-30,Charlie Savage and Michael Gold,"Republicans put down a right-wing revolt to push a three-year renewal through the House, but the Senate appeared likely to opt for a 45-day punt ahead of a Friday expiration.",45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
‘A Lot of Rocket’: Trump Celebrates Artemis II Astronauts at the White House,https://www.nytimes.com/2026/04/29/us/politics/trump-nasa-artemis-astronauts.html,https://www.nytimes.com/2026/04/29/us/politics/trump-nasa-artemis-astronauts.html,NYT,Politics; U.S.,2026-04-30,Zolan Kanno-Youngs,"President Trump wants Americans going into space to be a part of his legacy, even as he has proposed cutting NASA’s education, research and diversity programs.",45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Pentagon Puts Iran War Cost at $25 Billion as Hegseth Berates Skeptics,https://www.nytimes.com/2026/04/29/us/politics/hegseth-iran-war-cost.html,https://www.nytimes.com/2026/04/29/us/politics/hegseth-iran-war-cost.html,NYT,Politics; U.S.,2026-04-29,Robert Jimison,"During his first public appearance on Capitol Hill since the war began, the defense secretary lashed out at lawmakers in both parties who have questioned the conflict.",45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
‘Excruciating and Agonizing’: A New Reality for Jewish Democrats,https://www.nytimes.com/2026/04/29/us/politics/jewish-democrats-antisemitism-israel.html,https://www.nytimes.com/2026/04/29/us/politics/jewish-democrats-antisemitism-israel.html,NYT,Politics; U.S.,2026-04-30,Jennifer Medina,"With Israel increasingly unpopular and antisemitism on the rise, Jewish politicians find themselves more and more under attack.",45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
"New Details Released About Cole Tomas Allen, Gunman at Correspondents’ Dinner",https://www.nytimes.com/2026/04/29/us/politics/correspondents-dinner-shooting-cole-tomas-allen.html,https://www.nytimes.com/2026/04/29/us/politics/correspondents-dinner-shooting-cole-tomas-allen.html,NYT,Politics; U.S.,2026-04-29,Devlin Barrett,"The details, combined with video, seem to suggest that the gunman was not the person who shot an officer in his protective vest.",45.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Deal Talks Between Pernod and Maker of Jack Daniel’s Falter,https://www.nytimes.com/2026/04/28/business/pernod-brown-forman-talks-jack-daniels.html,https://www.nytimes.com/2026/04/28/business/pernod-brown-forman-talks-jack-daniels.html,NYT,Business,2026-04-28,Lauren Hirsch,"The collapse of the talks could pave the way for another spirits company, Sazerac, to open negotiations with Brown-Forman.",44.95,"{""cross_section"": 0, ""keyword"": 19.95, ""opinion"": 0, ""recency"": 3, ""section"": 22, ""source_differentiation"": 0}",Business / Economy / Markets,Skim,False,below selected score threshold
U.S. Gas Prices Hit Highest Level Since Beginning of War in Iran,https://www.nytimes.com/2026/04/28/business/oil-gas-stocks-iran-war.html,https://www.nytimes.com/2026/04/28/business/oil-gas-stocks-iran-war.html,NYT,Business,2026-04-28,Emmett Lindner,The jump on Tuesday of 1.6 percent was the highest percentage increase in more than a month.,44.95,"{""cross_section"": 0, ""keyword"": 19.95, ""opinion"": 0, ""recency"": 3, ""section"": 22, ""source_differentiation"": 0}",Business / Economy / Markets,Skim,False,below selected score threshold
A Family Feud at an Oregon Winery Turns to Vinegar Over A.I. Slop,https://www.nytimes.com/2026/04/17/us/oregon-winery-ai-legal-fight.html,https://www.nytimes.com/2026/04/17/us/oregon-winery-ai-legal-fight.html,NYT,Artificial Intelligence,2026-04-17,Evan Gorelick and Anna Griffin,"She wanted to pry her late mother’s vineyard from two of her brothers. Instead, her lawyers were fined nearly $110,000 for citing bogus case law generated by artificial intelligence.",44.8,"{""cross_section"": 0, ""keyword"": 22.799999999999997, ""opinion"": 0, ""recency"": -12, ""section"": 28, ""source_differentiation"": 6}",Technology / AI,Skim,False,below selected score threshold
Supreme Court Appears Divided Over Roundup Weedkiller Case,https://www.nytimes.com/2026/04/27/us/politics/supreme-court-roundup-weedkiller.html,https://www.nytimes.com/2026/04/27/us/politics/supreme-court-roundup-weedkiller.html,NYT,Business,2026-04-27,Abbie VanSickle,The case could help determine the future of thousands of lawsuits against the maker of a popular herbicide over claims that it causes cancer.,43.0,"{""cross_section"": 0, ""keyword"": 17.0, ""opinion"": 0, ""recency"": -2, ""section"": 22, ""source_differentiation"": 6}",Business / Economy / Markets,Skim,False,below selected score threshold
Internet Restrictions Spur Russians to Openly Question Putin’s Moves,https://www.nytimes.com/2026/04/28/world/europe/russia-internet-restrictions-putin.html,https://www.nytimes.com/2026/04/28/world/europe/russia-internet-restrictions-putin.html,NYT,Technology,2026-04-29,Nataliya Vasilyeva and Valerie Hopkins,"From beauty influencers to the token political opposition, Russians are openly questioning President Vladimir V. Putin’s moves to hamstring internet access.",43.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 6}",Technology / AI,Skim,False,below selected score threshold
Stephen Colbert Gets Ready to Hang It Up,https://www.nytimes.com/2026/04/28/business/media/stephen-colbert-late-night-show.html,https://www.nytimes.com/2026/04/28/business/media/stephen-colbert-late-night-show.html,NYT,Business,2026-04-28,John Koblin and Amir Hamja,His late-night show ends next month after 11 seasons. He has lots of feelings.,42.9,"{""cross_section"": 0, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": 3, ""section"": 22, ""source_differentiation"": 6}",Business / Economy / Markets,Skim,False,below selected score threshold
Reid Hoffman Raises $24.6 Million for AI Cancer-Research Startup,https://www.wsj.com/articles/manas-ai-drug-discovery-reid-hoffman-93a6c023,https://www.wsj.com/articles/manas-ai-drug-discovery-reid-hoffman-93a6c023?mod=rss_Technology,WSJ,Technology,2025-01-27,,The LinkedIn co-founder is starting Manas AI with “The Emperor of All Maladies” author Siddhartha Mukherjee.,42.5,"{""cross_section"": 0, ""keyword"": 31.499999999999996, ""opinion"": 0, ""recency"": -12, ""section"": 23, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
"Washington’s Scramble to Get Mythos, Anthropic’s Powerful New Model",https://www.nytimes.com/2026/04/17/business/dealbook/washington-anthropic-mythos.html,https://www.nytimes.com/2026/04/17/business/dealbook/washington-anthropic-mythos.html,NYT,DealBook,2026-04-17,"Andrew Ross Sorkin, Bernhard Warner, Sarah Kessler, Michael J. de la Merced, Niko Gallogly and Brian O’Keefe","Federal agencies have requested access to Claude Mythos Preview, which Anthropic says can rapidly identify — and potentially create — new cyberthreats.",42.4,"{""cross_section"": 0, ""keyword"": 35.4, ""opinion"": 0, ""recency"": -12, ""section"": 19, ""source_differentiation"": 0}",Business / Economy / Markets,Skim,False,below selected score threshold
"Melania Trump, Queen Camilla and the Look of the Special Relationship",https://www.nytimes.com/2026/04/29/style/melania-trump-queen-camilla-state-visit.html,https://www.nytimes.com/2026/04/29/style/melania-trump-queen-camilla-state-visit.html,NYT,Politics,2026-04-29,Vanessa Friedman,"Parsing a state visit told in photo ops, and style.",42.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Which Countries Have T.P.S.?,https://www.nytimes.com/2026/04/29/us/politics/which-countries-have-tps.html,https://www.nytimes.com/2026/04/29/us/politics/which-countries-have-tps.html,NYT,Politics,2026-04-29,Allison McCann,The Trump administration has sought to end protections for people from 13 of the 17 countries that had the status.,42.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
These are the lawyers who will be arguing the T.P.S. case.,https://www.nytimes.com/live/2026/04/29/us/supreme-court-immigration-tps/these-are-the-lawyers-who-will-be-arguing-the-tps-case,https://www.nytimes.com/live/2026/04/29/us/supreme-court-immigration-tps/these-are-the-lawyers-who-will-be-arguing-the-tps-case,NYT,Politics,2026-04-29,Abbie VanSickle,"The justices will hear from the solicitor general, followed by lawyers for Syrians and Haitians.",42.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Justice Amy Coney Barrett Has Personal Ties to Haiti,https://www.nytimes.com/2026/04/29/us/politics/amy-coney-barrett-haiti.html,https://www.nytimes.com/2026/04/29/us/politics/amy-coney-barrett-haiti.html,NYT,Politics,2026-04-29,Abbie VanSickle,Two of Justice Amy Coney Barrett’s seven children were adopted from Haiti.,42.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
T.P.S. Clampdown Is Part of Trump’s Broader Immigration Agenda,https://www.nytimes.com/2026/04/29/us/politics/trump-tps-immigration.html,https://www.nytimes.com/2026/04/29/us/politics/trump-tps-immigration.html,NYT,Politics,2026-04-29,Hamed Aleaziz,It is one of many ways the president has tried to make good on his pledge to deport record numbers of people in his second term.,42.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
"In First Campaign Ad, Schlossberg Leans on a Well-Known Name: Pelosi",https://www.nytimes.com/2026/04/29/nyregion/jack-schlossberg-campaign-ad.html,https://www.nytimes.com/2026/04/29/nyregion/jack-schlossberg-campaign-ad.html,NYT,Politics,2026-04-29,Nicholas Fandos,"Jack Schlossberg, the grandson of John F. Kennedy, is among a slate of Democrats seeking to replace Representative Jerrold Nadler of New York.",42.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 22, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Thom Tillis Is Prepared to Advance Kevin Warsh After U.S. Drops Fed Inquiry,https://www.nytimes.com/2026/04/26/business/economy/tillis-federal-reserve-nomination.html,https://www.nytimes.com/2026/04/26/business/economy/tillis-federal-reserve-nomination.html,NYT,Economy,2026-04-27,Tony Romm and Colby Smith,"Senator Thom Tillis said he had received assurances from federal prosecutors that eased his concerns, setting the stage for a key committee vote on Kevin Warsh.",41.7,"{""cross_section"": 0, ""keyword"": 14.7, ""opinion"": 0, ""recency"": -2, ""section"": 23, ""source_differentiation"": 6}",Business / Economy / Markets,Skim,False,below selected score threshold
Elon Musk and Sam Altman’s Epic Fight Heads to Court,https://www.nytimes.com/2026/04/23/technology/elon-musk-sam-altman-openai-trial.html,https://www.nytimes.com/2026/04/23/technology/elon-musk-sam-altman-openai-trial.html,NYT,Technology,2026-04-23,Cade Metz,"A jury trial that is set to start on Monday could shift the course of the A.I. race, with Mr. Musk seeking billions of dollars in damages from Mr. Altman’s OpenAI.",41.0,"{""cross_section"": 0, ""keyword"": 24.0, ""opinion"": 0, ""recency"": -12, ""section"": 23, ""source_differentiation"": 6}",Technology / AI,Skim,False,below selected score threshold
The Extra Reward for Owning Stocks Over Bonds Has Disappeared,https://www.wsj.com/articles/the-extra-reward-for-owning-stocks-over-bonds-has-disappeared-c3f9c223,https://www.wsj.com/articles/the-extra-reward-for-owning-stocks-over-bonds-has-disappeared-c3f9c223?mod=rss_markets_main,WSJ,Markets,2025-01-27,,"There is little sign of crimped demand for equities among individual investors, who remain bullish after two years of blockbuster gains.",41.0,"{""cross_section"": 0, ""keyword"": 21.0, ""opinion"": 0, ""recency"": -12, ""section"": 24, ""source_differentiation"": 8}",Business / Economy / Markets,Skim,False,below selected score threshold
A New Bureau Will Oversee Both Offshore Drilling and Seabed Mining,https://www.nytimes.com/2026/04/23/climate/seabed-mining-interior-department.html,https://www.nytimes.com/2026/04/23/climate/seabed-mining-interior-department.html,NYT,Energy & Environment,2026-04-27,Sachi Kitajima Mulkey,The new federal office will undo a change made after the 2010 Deepwater Horizon oil disaster. Critics say it could reduce environmental oversight.,40.9,"{""cross_section"": 0, ""keyword"": 11.899999999999999, ""opinion"": 0, ""recency"": -2, ""section"": 25, ""source_differentiation"": 6}",Climate / Energy / Infrastructure,Skim,False,below selected score threshold
A.I. Chatbots Want Your Health Records. Tread Carefully.,https://www.nytimes.com/2026/03/12/technology/personaltech/microsoft-copilot-health-ai-chatbots.html,https://www.nytimes.com/2026/03/12/technology/personaltech/microsoft-copilot-health-ai-chatbots.html,NYT,Personal Technology,2026-03-24,Brian X. Chen and Teddy Rosenbluth,"Following rivals like Amazon and OpenAI, Microsoft is upgrading its artificially intelligent assistant to track your health. There are benefits and risks to consider.",40.4,"{""cross_section"": 0, ""keyword"": 32.4, ""opinion"": 0, ""recency"": -12, ""section"": 14, ""source_differentiation"": 6}",Wellness / Personal finance / Personal tech,Skim,False,below selected score threshold
They Left for the School Bus. ICE Picked Them Up Instead.,https://www.nytimes.com/2026/04/29/us/mississippi-basketball-players-arrested-ice.html,https://www.nytimes.com/2026/04/29/us/mississippi-basketball-players-arrested-ice.html,NYT,U.S.,2026-04-29,Christina Morales and Hamed Aleaziz,"A school transfer disrupted two brothers’ visas, their lawyer said, leaving them vulnerable to arrest and unsettling their Mississippi school community.",40.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 20, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
"Brown University Gunman Planned Attack for Years, F.B.I. Says",https://www.nytimes.com/2026/04/29/us/brown-university-shooting-fbi.html,https://www.nytimes.com/2026/04/29/us/brown-university-shooting-fbi.html,NYT,U.S.,2026-04-29,Mark Arsenault,Investigators said the man’s transient lifestyle and social isolation made his intentions hard to track before shootings that killed two Brown students and an M.I.T. professor.,40.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 20, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Mississippi Will Move Quickly to Redraw Its Judicial District Lines,https://www.nytimes.com/2026/04/29/us/elections/mississippi-will-move-quickly-to-redraw-its-judicial-district-lines.html,https://www.nytimes.com/2026/04/29/us/elections/mississippi-will-move-quickly-to-redraw-its-judicial-district-lines.html,NYT,U.S.,2026-04-29,Emily Cochrane,The state’s Republican governor said he would call a special session in 21 days to address the state’s judicial maps.,40.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 20, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Florida Approves Redistricting Map That Could Add 4 Republican House Seats,https://www.nytimes.com/2026/04/29/us/florida-house-gop-map.html,https://www.nytimes.com/2026/04/29/us/florida-house-gop-map.html,NYT,U.S.,2026-04-29,Patricia Mazzei,Several voting rights groups have said that they plan to challenge the map in court once Gov. Ron DeSantis signs it into law.,40.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 20, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
What to Know About the Voting Rights Act,https://www.nytimes.com/2026/04/29/us/elections/voting-rights-act-explainer.html,https://www.nytimes.com/2026/04/29/us/elections/voting-rights-act-explainer.html,NYT,U.S.,2026-04-29,Sonia A. Rao,"The 1965 law was mean to address fundamental inequities in American life, and was one of the signal accomplishments of the civil rights movement.",40.0,"{""cross_section"": 0, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 20, ""source_differentiation"": 6}",Politics / U.S.,Skim,False,below selected score threshold
Takeaways from Powell’s final news conference as Fed chair.,https://www.nytimes.com/2026/04/29/business/economy/takeaways-from-powells-final-fed-meeting-as-chair.html,https://www.nytimes.com/2026/04/29/business/economy/takeaways-from-powells-final-fed-meeting-as-chair.html,NYT,Business; Economy,2026-04-29,Colby Smith,,40.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 0}",Business / Economy / Markets,Skim,False,below selected score threshold
Takeaways from Powell’s final Fed meeting as chair.,https://www.nytimes.com/live/2026/04/29/business/federal-reserve-interest-rates/takeaways-from-powells-final-news-conference-as-fed-chair,https://www.nytimes.com/live/2026/04/29/business/federal-reserve-interest-rates/takeaways-from-powells-final-news-conference-as-fed-chair,NYT,Business; Economy,2026-04-30,Colby Smith,,40.0,"{""cross_section"": 3, ""keyword"": 0.0, ""opinion"": 0, ""recency"": 14, ""section"": 23, ""source_differentiation"": 0}",Business / Economy / Markets,Skim,False,below selected score threshold
Leaked Code for Anthropic’s Claude Code Tests Copyright Challenges in A.I. Era,https://www.nytimes.com/2026/04/22/technology/anthropic-code-leak-copyright.html,https://www.nytimes.com/2026/04/22/technology/anthropic-code-leak-copyright.html,NYT,Artificial Intelligence,2026-04-22,Meaghan Tobin,Artificial intelligence tools are making it faster than ever to reproduce creative work. Does copyright even matter anymore?,40.0,"{""cross_section"": 0, ""keyword"": 24.0, ""opinion"": 0, ""recency"": -12, ""section"": 28, ""source_differentiation"": 0}",Technology / AI,Skim,False,below selected score threshold
